order_id,order_date,supplier_id,product_id,category,quantity,unit_price,total_amount,promised_delivery_date,actual_delivery_date,promised_lead_days,actual_lead_days,days_late,on_time_flag,status
PO-12993,2024-02-23,SUP-001,PRD-001,Structural,3,334.81,1004.43,03-03-2024,2024-03-02,9,8,0,1,Delivered
PO-12996,2024-07-09,SUP-008,PRD-013,Concrete,55,19.52,1073.6,2024-07-21,2024-07-20,12,11,0,1,Delivered
PO-12998,2024-03-28,SUP-019,PRD-037,Safety,13,56.69,736.97,2024-04-03,,6,,,,Cancelled
PO-13002,2024-02-13,SUP-020,PRD-029,Safety,50,41.25,2062.5,2024-02-18,2024-02-18,5,5,0,1,Delivered
PO-13003,2026-03-11,SUP-011,PRD-035,Electrical,36,189.77,6831.72,2026-03-24,2026-03-24,13,13,0,1,Delivered
PO-13004,2026-01-07,SUP-015,PRD-040,Plumbing,8,35.25,282.0,2026-01-20,2026-01-25,13,18,5,0,Delivered
PO-13009,2025-03-20,SUP-011,PRD-017,Electrical,49,70.09,3434.41,2025-03-31,,11,,,,Cancelled
PO-13012,2026-03-12,SUP-022,PRD-005,Structural,47,57.97,2724.59,2026-03-23,,11,,,,Cancelled
PO-13014,2025/05/15,SUP-018,PRD-024,Finishes,28,52.03,1456.84,2025-06-04,2025-06-04,20,20,0,1,Delivered
PO-13019,2024-01-02,SUP-018,PRD-024,Finishes,44,48.25,2123.0,2024-01-23,2024-01-23,21,21,0,1,Delivered
PO-13023,2024-07-11,SUP-012,PRD-035,Electrical,60,192.84,11570.4,2024-07-27,,16,,,,Cancelled
PO-13024,2025-02-13,SUP-003,PRD-004,Structural,28,86.52,2422.56,2025-02-21,2025-02-21,8,8,0,1,Delivered
PO-13025,2024-02-15,SUP-013,PRD-022,Plumbing,3,123.46,370.38,2024-02-22,2024-02-22,7,7,0,1,Delivered
PO-13030,2025-05-09,SUP-025,PRD-026,Safety,5,32.1,160.5,2025-05-22,,13,,,,Pending
PO-13033,2026-03-03,SUP-025,PRD-026,Safety,64,34.2,2188.8,2026-03-16,2026-03-15,13,12,0,1,Delivered
PO-13034,2025-01-15,SUP-021,PRD-029,Safety,6,42.5,255.0,2025-01-29,2025-02-08,14,24,10,0,Delivered
PO-13036,2025-05-09,SUP-019,PRD-037,Safety,61,54.96,3352.56,2025-05-14,,5,,,,Pending
PO-13041,2025-02-10,,PRD-020,Plumbing,44,42.41,1866.04,2025-02-15,2025-02-15,5,5,0,1,Delivered
PO-13043,10-10-2025,SUP-003,PRD-003,Structural,76,46.76,3553.76,2025-10-16,,6,,,,Cancelled
PO-13045,2025-09-17,SUP-018,PRD-023,Finishes,57,85.01,4845.57,2025-10-06,,19,,,,Cancelled
PO-13049,2025-04-03,SUP-013,PRD-019,Plumbing,47,38.5,1809.5,2025-04-08,2025-04-08,5,5,0,1,Delivered
PO-13051,2025-01-09,SUP-017,PRD-039,Finishes,25,54.38,1359.5,2025-01-21,2025-01-21,12,12,0,1,Delivered
PO-13052,11-04-2024,SUP-016,PRD-023,Finishes,76,90.53,6880.28,2024-11-13,2024-11-13,9,9,0,1,Delivered
PO-13054,2025-07-23,SUP-014,PRD-020,Plumbing,72,43.02,3097.44,2025-07-28,2025-07-28,5,5,0,1,Delivered
PO-13055,2025-01-30,SUP-022,PRD-003,Structural,54,48.56,2622.24,2025-02-10,2025-02-12,11,13,2,0,Delivered
PO-13058,16/10/2025,SUP-002,PRD-006,Structural,30,43.36,1300.8,2025-10-24,,8,,,,Pending
PO-13060,2024-07-30,SUP-017,PRD-031,Finishes,5,91.16,455.8,2024-08-09,2024-08-09,10,10,0,1,Delivered
PO-13063,2025-01-22,SUP-011,PRD-018,Electrical,41,30.27,1241.07,2025-02-05,,14,,,,Cancelled
PO-13068,2025-07-21,SUP-016,PRD-031,Finishes,64,93.3,5971.2,2025-07-28,2025-07-27,7,6,0,1,Delivered
PO-13071,2025-05-12,SUP-007,PRD-010,Concrete,46,24.12,1109.52,2025-05-23,,11,,,,Cancelled
PO-13073,2025-10-07,SUP-007,PRD-009,Concrete,71,218.79,15534.09,2025-10-22,,15,,,,Pending
PO-13075,2024-07-01,SUP-021,PRD-028,Safety,49,18.03,883.47,2024-07-16,,15,,,,Pending
PO-13076,2024-08-07,SUP-015,PRD-022,Plumbing,34,130.87,4449.58,2024-08-17,,10,,,,Pending
PO-13079,2024-02-05,SUP-015,PRD-022,Plumbing,57,122.44,6979.08,19-02-2024,2024-02-19,14,14,0,1,Delivered
PO-13080,2024-08-26,SUP-018,PRD-025,Finishes,56,14.02,785.12,09-12-2024,2024-09-26,17,31,14,0,Delivered
PO-13083,2024-12-27,SUP-006,PRD-012,Concrete,36,64.79,2332.44,2025-01-05,2025-01-05,9,9,0,1,Delivered
PO-13087,2024-06-27,SUP-016,PRD-024,Finishes,80,47.18,3774.4,2024-07-02,2024-07-02,5,5,0,1,Delivered
PO-13092,2024-05-14,SUP-006,PRD-010,Concrete,41,22.23,911.43,2024-05-19,2024-05-18,5,4,0,1,Delivered
PO-13096,2025-01-07,SUP-025,PRD-033,Safety,36,184.38,6637.68,2025-01-17,,10,,,,Pending
PO-13100,2025-12-05,SUP-016,PRD-025,Finishes,78,14.54,1134.12,2025-12-11,2025-12-12,6,7,1,0,Delivered
PO-13102,2025-08-29,SUP-008,PRD-012,Concrete,74,62.11,4596.14,2025-09-11,2025-09-21,13,23,10,0,Delivered
PO-13106,2025-01-02,SUP-014,PRD-019,Plumbing,31,37.96,1176.76,2025-01-10,2025-01-10,8,8,0,1,Delivered
PO-13111,2025-03-12,SUP-005,PRD-011,Concrete,31,37.48,1161.88,2025-03-19,,7,,,,Cancelled
PO-13114,14/01/2025,SUP-010,PRD-017,Electrical,25,67.73,1693.25,2025-01-21,2025-01-22,7,8,1,0,Delivered
PO-13116,2024-09-03,SUP-014,PRD-020,Plumbing,27,42.93,1159.11,2024-09-09,2024-09-08,6,5,0,1,Delivered
PO-13120,2025-03-31,SUP-010,PRD-015,Electrical,33,351.93,11613.69,2025-04-09,2025-04-12,9,12,3,0,Delivered
PO-13121,2024-11-22,SUP-005,PRD-011,Concrete,32,39.53,1264.96,2024-11-28,2024-11-29,6,7,1,0,Delivered
PO-13123,2024-05-09,SUP-016,PRD-023,Finishes,38,90.09,3423.42,2024-05-17,2024-05-16,8,7,0,1,Delivered
PO-13127,13/03/2026,SUP-017,PRD-039,Finishes,53,55.52,2942.56,2026-03-27,,14,,,,Pending
PO-13128,2025-05-16,SUP-011,PRD-014,Electrical,50,198.68,9934.0,2025-05-30,2025-06-09,14,24,10,0,Delivered
PO-13130,2025-01-13,SUP-018,PRD-024,Finishes,52,-45.5,2366.0,2025-02-03,2025-02-17,21,35,14,0,Delivered
PO-13133,2026-01-14,SUP-013,PRD-022,Plumbing,20,125.14,2502.8,19/01/2026,2026-01-19,5,5,0,1,Delivered
PO-13137,2024-02-23,SUP-011,PRD-018,Electrical,63,27.41,1726.83,08-03-2024,,14,,,,Pending
PO-13142,2024-08-20,SUP-022,PRD-004,Structural,5,87.4,437.0,2024-09-04,2024-09-06,15,17,2,0,Delivered
PO-13147,05-01-2025,SUP-014,PRD-022,Plumbing,72,123.72,8907.84,2025-05-10,2025-05-09,9,8,0,1,Delivered
PO-13151,2025-09-10,SUP-021,PRD-028,Safety,27,17.68,477.36,2025-09-21,2025-09-26,11,16,5,0,Delivered
PO-13155,2025-04-15,SUP-013,PRD-022,Plumbing,28,117.6,3292.8,2025-04-24,2025-04-24,9,9,0,1,Delivered
PO-13157,2026-02-12,SUP-013,PRD-019,Plumbing,45,38.88,1749.6,2026-02-22,2026-02-22,10,10,0,1,Delivered
PO-13160,2025-06-25,SUP-024,PRD-015,Electrical,77,367.2,28274.4,2025-07-16,2025-07-23,21,28,7,0,Delivered
PO-13163,2026-02-24,SUP-012,PRD-035,Electrical,77,199.89,15391.53,2026-03-15,2026-03-15,19,19,0,1,Delivered
PO-13165,2025-01-22,SUP-005,PRD-013,Concrete,54,19.09,1030.86,2025-01-31,2025-01-31,9,9,0,1,Delivered
PO-13166,2025-10-13,SUP-004,PRD-007,Structural,62,351.1,21768.2,2025-10-26,2025-10-26,13,13,0,1,Delivered
PO-13170,2025-05-05,SUP-014,PRD-020,Plumbing,23,42.15,969.45,2025-05-12,2025-05-12,7,7,0,1,Delivered
PO-13172,2025-03-20,SUP-013,PRD-040,Plumbing,8,34.31,274.48,30/03/2025,2025-03-30,10,10,0,1,Delivered
PO-13177,2024-03-01,SUP-007,PRD-010,Concrete,0,21.58,0.0,11/03/2024,2024-03-10,10,9,0,1,Delivered
PO-13181,2024-03-19,SUP-017,PRD-039,Finishes,80,52.36,4188.8,2024-04-02,2024-04-01,14,13,0,1,Delivered
PO-13185,2025-05-26,SUP-021,PRD-026,Safety,22,33.93,746.46,2025-06-08,,13,,,,Pending
PO-13189,07/11/2025,SUP-007,PRD-013,Concrete,61,18.3,1116.3,2025-11-19,,12,,,,Pending
PO-13191,2024-04-25,SUP-003,PRD-006,Structural,32,43.27,1384.64,2024-05-05,,10,,,,Cancelled
PO-13194,2026-02-23,SUP-008,PRD-013,Concrete,52,18.41,957.32,2026-03-05,2026-03-05,10,10,0,1,Delivered
PO-13198,2025-10-20,SUP-012,PRD-015,Electrical,56,378.96,21221.76,2025-11-07,,18,,,,Cancelled
PO-13201,2024-12-13,SUP-014,PRD-020,Plumbing,32,42.67,1365.44,2024-12-18,2024-12-19,5,6,1,0,Delivered
PO-13204,2025-08-28,SUP-017,PRD-025,Finishes,66,13.95,920.7,2025-09-07,,10,,,,Cancelled
PO-13209,2026/04/09,SUP-018,PRD-024,Finishes,7,47.87,335.09,2026-04-28,,19,,,,Pending
PO-13210,2024-12-05,SUP-019,PRD-037,Safety,79,56.1,4431.9,2024-12-13,2024-12-16,8,11,3,0,Delivered
PO-13211,2025-11-17,SUP-021,PRD-033,Safety,31,180.43,5593.33,2025-11-29,2025-11-28,12,11,0,1,Delivered
PO-13214,2025-03-17,SUP-017,PRD-023,Finishes,41,95.23,3904.43,2025-03-31,,14,,,,Pending
PO-13215,12-23-2025,SUP-015,PRD-040,Plumbing,27,34.01,918.27,2026-01-04,2026-01-04,12,12,0,1,Delivered
PO-13218,2024-05-16,SUP-011,PRD-017,Electrical,28,72.41,2027.48,2024-05-27,2024-06-06,11,21,10,0,Delivered
PO-13219,2024-02-22,SUP-005,PRD-036,Concrete,10,98.28,982.8,2024-02-27,2024-03-01,5,8,3,0,Delivered
PO-13224,2025-01-22,SUP-004,PRD-005,Structural,13,55.88,726.44,01/02/2025,2025-02-01,10,10,0,1,Delivered
PO-13225,2026-04-08,SUP-006,PRD-010,Concrete,70,21.86,1530.2,2026-04-14,2026-04-14,6,6,0,1,Delivered
PO-13229,2024-03-14,SUP-017,PRD-024,Finishes,63,48.17,3034.71,2024-03-25,,11,,,,Cancelled
PO-13233,2025/04/03,SUP-014,PRD-021,Plumbing,7,54.04,378.28,13/04/2025,2025-04-13,10,10,0,1,Delivered
PO-13237,2025-09-23,SUP-003,PRD-038,Structural,14,49.04,686.56,2025-09-28,2025-09-27,5,4,0,1,Delivered
PO-13240,2024-03-28,SUP-003,PRD-004,Structural,56,85.05,4762.8,04-04-2024,2024-04-04,7,7,0,1,Delivered
PO-13244,2026-04-15,SUP-011,PRD-017,Electrical,48,66.62,3197.76,2026-04-25,,10,,,,Delivered
PO-13245,2026-01-05,SUP-018,PRD-039,Finishes,14,62.07,868.98,2026-01-21,2026-01-24,16,19,3,0,Delivered
PO-13247,2024-02-02,SUP-024,PRD-018,Electrical,72,33.15,2386.8,2024-02-18,,16,,,,Pending
PO-13248,2024-09-18,SUP-013,PRD-040,Plumbing,8,34.64,277.12,2024-09-25,2024-09-25,7,7,0,1,Delivered
PO-13251,2024-12-04,SUP-003,PRD-003,Structural,33,44.36,1463.88,2024-12-13,,9,,,,Pending
PO-13255,2024-07-10,SUP-020,PRD-028,Safety,67,17.94,1201.98,2024-07-20,2024-07-23,10,13,3,0,Delivered
PO-13259,2025-03-26,SUP-004,PRD-004,Structural,26,91.57,2380.82,2025-04-09,,14,,,,Pending
PO-13264,2025-12-24,SUP-004,PRD-005,Structural,2,60.34,120.68,2026-01-08,2026-01-10,15,17,2,0,Delivered
PO-13269,28-03-2024,SUP-020,PRD-028,Safety,33,18.58,613.14,2024-04-07,2024-04-06,10,9,0,1,Delivered
PO-13270,14/07/2025,SUP-019,PRD-026,Safety,28,32.36,906.08,2025-07-22,2025-07-21,8,7,0,1,Delivered
PO-13275,2025-08-05,SUP-015,PRD-020,Plumbing,51,42.67,2176.17,2025-08-20,,15,,,,Cancelled
PO-13276,06/08/2024,SUP-014,PRD-020,Plumbing,9,43.36,390.24,2024-08-11,2024-08-12,5,6,1,0,Delivered
PO-13280,2025-10-08,SUP-015,PRD-019,Plumbing,40,40.04,1601.6,10-22-2025,2025-10-22,14,14,0,1,Delivered
PO-13284,2024-07-12,SUP-005,PRD-036,Concrete,51,94.56,4822.56,2024-07-18,2024-07-18,6,6,0,1,Delivered
PO-13285,08-21-2024,SUP-021,PRD-033,Safety,15,185.25,2778.75,2024-08-31,,10,,,,Cancelled
PO-13290,2026-02-10,SUP-025,PRD-026,Safety,43,34.24,1472.32,2026-02-21,2026-03-03,11,21,10,0,Delivered
PO-13293,2025-09-03,SUP-014,PRD-040,Plumbing,53,35.94,1904.82,2025-09-10,2025-09-10,7,7,0,1,Delivered
PO-13295,2024-09-26,SUP-011,PRD-017,Electrical,65,67.97,4418.05,07/10/2024,2024-10-09,11,13,2,0,Delivered
PO-13296,2024-07-01,SUP-015,PRD-040,Plumbing,72,35.96,2589.12,2024-07-11,2024-07-11,10,10,0,1,Delivered
PO-13301,2024-12-09,SUP-024,PRD-017,Electrical,32,75.0,2400.0,2024-12-26,,17,,,,Pending
PO-13302,30/01/2025,SUP-024,PRD-015,Electrical,2,401.73,803.46,2025-02-20,2025-03-06,21,35,14,0,Delivered
PO-13304,2026-02-12,SUP-009,PRD-017,Electrical,47,70.23,3300.81,2026-02-22,,10,,,,Cancelled
PO-13307,2024-06-13,SUP-006,PRD-013,Concrete,27,19.2,518.4,2024-06-18,2024-06-19,5,6,1,0,Delivered
PO-13308,2025-09-08,SUP-020,PRD-032,Safety,40,33.23,1329.2,2025-09-18,2025-09-19,10,11,1,0,Delivered
PO-13313,2024-05-23,SUP-013,PRD-019,Plumbing,21,38.34,805.14,2024-05-29,2024-05-29,6,6,0,1,Delivered
PO-13318,2026-03-04,SUP-018,PRD-025,Finishes,78,15.16,1182.48,2026-03-23,2026-03-23,19,19,0,1,Delivered
PO-13321,2024-08-13,SUP-005,PRD-009,Concrete,70,212.63,14884.1,2024-08-21,,8,,,,Cancelled
PO-13326,2026-03-03,SUP-022,PRD-038,Structural,76,51.01,3876.76,2026-03-16,2026-03-26,13,23,10,0,Delivered
PO-13327,2025-02-24,SUP-018,PRD-023,Finishes,12,92.1,1105.2,2025-03-13,2025-03-20,17,24,7,0,Delivered
PO-13331,2025-12-18,SUP-006,PRD-036,Concrete,13,96.54,1255.02,2025-12-24,,6,,,,Cancelled
PO-13335,2024-05-13,SUP-011,PRD-014,Electrical,5,208.8,1044.0,2024-05-23,,10,,,,Cancelled
PO-13340,2024-02-27,SUP-020,PRD-037,Safety,70,56.39,3947.3,2024-03-03,,5,,,,Pending
PO-13344,2025-07-30,SUP-018,PRD-025,Finishes,12,15.21,182.52,2025-08-17,,18,,,,Pending
PO-13345,2024-04-26,SUP-024,PRD-018,Electrical,62,26.88,1666.56,2024-05-12,,16,,,,Pending
PO-13349,2024-10-14,SUP-009,PRD-016,Electrical,69,11.89,820.41,2024-10-24,2024-10-24,10,10,0,1,Delivered
PO-13352,2024-11-01,SUP-003,PRD-005,Structural,50,56.71,2835.5,2024-11-07,2024-11-08,6,7,1,0,Delivered
PO-13357,04-04-2025,SUP-017,PRD-023,Finishes,69,88.47,6104.43,2025-04-18,2025-04-23,14,19,5,0,Delivered
PO-13362,2024-04-01,SUP-018,PRD-023,Finishes,35,105.96,3708.6,19/04/2024,2024-04-26,18,25,7,0,Delivered
PO-13366,2025-09-02,SUP-023,PRD-013,Concrete,33,18.29,603.57,2025-09-18,,16,,,,Pending
PO-13369,2024-12-06,SUP-005,PRD-009,Concrete,18,211.21,3801.78,12-14-2024,2024-12-15,8,9,1,0,Delivered
PO-13373,2026-01-07,SUP-014,PRD-040,Plumbing,49,36.16,1771.84,2026-01-15,2026-01-15,8,8,0,1,Delivered
PO-13378,2025-08-07,SUP-010,PRD-035,Electrical,62,196.25,12167.5,08-12-2025,2025-08-12,5,5,0,1,Delivered
PO-13379,09-10-2025,SUP-019,PRD-032,Safety,66,32.52,2146.32,2025-10-15,,6,,,,Cancelled
PO-13380,2025-07-30,SUP-009,PRD-016,Electrical,39,11.96,466.44,2025-08-09,2025-08-09,10,10,0,1,Delivered
PO-13381,2024-11-25,SUP-006,PRD-036,Concrete,78,96.12,7497.36,2024-11-30,2024-11-29,5,4,0,1,Delivered
PO-13386,2024-03-05,SUP-020,PRD-037,Safety,43,57.75,2483.25,03-11-2024,2024-03-10,6,5,0,1,Delivered
PO-13391,01/10/2025,SUP-014,PRD-022,Plumbing,66,124.81,8237.46,2025-10-06,,5,,,,Pending
PO-13392,2026-04-14,SUP-022,PRD-002,Structural,16,291.61,4665.76,2026-04-26,,12,,,,Delivered
PO-13396,2024-08-15,SUP-024,PRD-014,Electrical,2,228.26,456.52,2024-09-05,,21,,,,Pending
PO-13399,2025-05-21,SUP-022,PRD-005,Structural,30,55.0,1650.0,2025-05-31,2025-06-02,10,12,2,0,Delivered
PO-13401,2025-11-14,SUP-006,PRD-012,Concrete,11,61.8,679.8,23/11/2025,2025-11-23,9,9,0,1,Delivered
PO-13404,2024-04-08,SUP-017,PRD-023,Finishes,45,89.08,4008.6,2024-04-20,,12,,,,Cancelled
PO-13406,2024-12-25,SUP-001,PRD-004,Structural,28,85.45,2392.6,2024-12-30,2024-12-30,5,5,0,1,Delivered
PO-13408,2024-03-12,SUP-006,PRD-010,Concrete,57,22.34,1273.38,2024-03-19,2024-03-19,7,7,0,1,Delivered
PO-13410,2025/06/11,SUP-017,PRD-025,Finishes,0,14.02,0.0,2025-06-26,,15,,,,Pending
PO-13412,2025-01-30,SUP-020,PRD-033,Safety,49,189.26,9273.74,2025-02-04,2025-02-04,5,5,0,1,Delivered
PO-13413,2025-02-21,SUP-018,PRD-023,Finishes,25,105.35,2633.75,2025-03-11,2025-03-14,18,21,3,0,Delivered
PO-13418,2025-06-16,SUP-025,PRD-033,Safety,72,194.88,14031.36,01-07-2025,,15,,,,Cancelled
PO-13423,2024-09-06,SUP-017,PRD-039,Finishes,74,52.12,3856.88,19/09/2024,2024-09-21,13,15,2,0,Delivered
PO-13425,2026-03-05,SUP-005,PRD-009,Concrete,20,217.21,4344.2,2026-03-11,2026-03-11,6,6,0,1,Delivered
PO-13429,05-01-2024,SUP-019,PRD-037,Safety,5,56.37,281.85,2024-05-09,,8,,,,Pending
PO-13431,27/09/2024,SUP-021,PRD-029,Safety,73,44.87,3275.51,10-11-2024,2024-10-11,14,14,0,1,Delivered
PO-13432,2026-03-30,SUP-025,PRD-032,Safety,20,32.73,654.6,2026-04-09,2026-04-11,10,12,2,0,Delivered
PO-13436,2025-04-18,SUP-012,PRD-035,Electrical,29,185.98,5393.42,04/05/2025,,16,,,,Cancelled
PO-13441,2024-09-19,SUP-009,PRD-016,Electrical,53,12.21,647.13,2024-09-25,2024-09-26,6,7,1,0,Delivered
PO-13442,2025/12/01,SUP-008,PRD-036,Concrete,67,97.51,6533.17,2025-12-12,2025-12-11,11,10,0,1,Delivered
PO-13446,2025-02-19,SUP-001,PRD-004,Structural,5,83.59,417.95,2025-02-28,,9,,,,Pending
PO-13447,2025-12-25,SUP-009,PRD-017,Electrical,68,67.57,4594.76,2026-01-02,2026-01-03,8,9,1,0,Delivered
PO-13450,2024-08-20,SUP-014,PRD-022,Plumbing,22,118.09,2597.98,2024-08-29,,9,,,,Cancelled
PO-13455,2024-04-15,SUP-022,PRD-002,Structural,62,305.19,18921.78,2024-04-30,,15,,,,Pending
PO-13458,16-01-2024,SUP-018,PRD-039,Finishes,26,51.98,1351.48,2024-02-03,2024-02-03,18,18,0,1,Delivered
PO-13460,2024-06-26,SUP-013,PRD-022,Plumbing,61,117.69,7179.09,2024-07-05,2024-07-08,9,12,3,0,Delivered
PO-13464,2024-03-22,SUP-013,PRD-034,Plumbing,61,38.56,2352.16,2024-04-01,2024-04-01,10,10,0,1,Delivered
PO-13469,2024-09-09,SUP-024,PRD-014,Electrical,76,201.0,15276.0,2024-09-30,,21,,,,Pending
PO-13472,2026-04-10,SUP-008,PRD-009,Concrete,15,214.58,3218.7,2026-04-25,,15,,,,Delivered
PO-13474,2024-02-21,SUP-005,PRD-011,Concrete,25,37.51,937.75,2024-03-01,2024-03-01,9,9,0,1,Delivered
PO-13478,2025-10-21,SUP-025,PRD-029,Safety,31,45.52,1411.12,2025-11-03,,13,,,,Pending
PO-13479,2024-10-08,SUP-017,PRD-023,Finishes,77,92.63,7132.51,2024-10-21,2024-10-26,13,18,5,0,Delivered
PO-13483,2024-07-24,SUP-015,PRD-020,Plumbing,2,42.79,85.58,2024-08-03,2024-08-03,10,10,0,1,Delivered
PO-13485,2024-02-29,SUP-015,PRD-040,Plumbing,44,36.4,1601.6,2024-03-12,2024-03-11,12,11,0,1,Delivered
PO-13487,2024-02-20,SUP-016,PRD-025,Finishes,60,14.46,867.6,2024-02-29,,9,,,,Pending
PO-13492,2025-03-21,SUP-016,PRD-024,Finishes,6,46.78,280.68,2025-03-27,,6,,,,Cancelled
PO-13497,2025-09-01,SUP-024,PRD-016,Electrical,79,12.41,980.39,2025-09-22,,21,,,,Cancelled
PO-13502,2025-02-21,SUP-004,PRD-002,Structural,32,304.19,9734.08,03-05-2025,2025-03-15,12,22,10,0,Delivered
PO-13507,14/01/2025,SUP-013,PRD-034,Plumbing,61,38.56,2352.16,2025-01-19,2025-01-20,5,6,1,0,Delivered
PO-13511,2025-09-02,SUP-006,PRD-010,Concrete,65,23.09,1500.85,2025-09-11,2025-09-11,9,9,0,1,Delivered
PO-13513,2024-10-31,SUP-021,PRD-026,Safety,48,34.18,1640.64,2024-11-15,2024-11-20,15,20,5,0,Delivered
PO-13514,2024-05-16,SUP-016,PRD-025,Finishes,25,14.64,366.0,2024-05-23,2024-05-23,7,7,0,1,Delivered
PO-13516,07-02-2025,SUP-020,PRD-030,Safety,30,67.64,2029.2,2025-07-10,,8,,,,Pending
PO-13517,2025-08-07,SUP-010,PRD-018,Electrical,63,27.79,1750.77,14/08/2025,,7,,,,Pending
PO-13519,11-10-2024,SUP-018,PRD-025,Finishes,66,13.67,902.22,2024-10-27,2024-10-27,16,16,0,1,Delivered
PO-13523,2026-03-03,SUP-017,PRD-023,Finishes,64,95.27,6097.28,2026-03-17,2026-03-17,14,14,0,1,Delivered
PO-13528,2025-11-24,SUP-001,PRD-038,Structural,8,47.71,381.68,2025-12-03,2025-12-03,9,9,0,1,Delivered
PO-13530,25/11/2024,SUP-003,PRD-005,Structural,43,54.68,2351.24,2024-12-03,,8,,,,Pending
PO-13535,2024-03-11,SUP-014,PRD-021,Plumbing,36,57.57,2072.52,2024-03-16,2024-03-15,5,4,0,1,Delivered
PO-13538,2024-05-27,SUP-015,PRD-034,Plumbing,69,39.2,2704.8,2024-06-06,2024-06-08,10,12,2,0,Delivered
PO-13540,2025-12-12,SUP-018,PRD-025,Finishes,19,16.57,314.83,12-31-2025,2025-12-31,19,19,0,1,Delivered
PO-13545,21/02/2025,SUP-015,PRD-022,Plumbing,23,118.56,2726.88,2025-03-05,,12,,,,Cancelled
PO-13550,2024-12-20,SUP-011,PRD-035,Electrical,66,192.42,12699.72,2025-01-03,2025-01-03,14,14,0,1,Delivered
PO-13552,18-02-2026,SUP-001,PRD-001,Structural,49,327.92,16068.08,2026-02-24,2026-02-25,6,7,1,0,Delivered
PO-13553,2025-10-31,SUP-009,PRD-015,Electrical,63,334.0,21042.0,2025-11-05,,5,,,,Pending
PO-13556,2025-12-19,SUP-018,PRD-031,Finishes,64,87.76,5616.64,07/01/2026,2026-01-14,19,26,7,0,Delivered
PO-13559,2025-07-07,SUP-005,PRD-009,Concrete,23,219.31,5044.13,2025-07-14,2025-07-15,7,8,1,0,Delivered
PO-13564,2025-11-10,SUP-002,PRD-004,Structural,0,84.15,0.0,2025-11-15,2025-11-14,5,4,0,1,Delivered
PO-13565,2025-03-04,SUP-014,PRD-022,Plumbing,72,121.49,8747.28,2025-03-10,2025-03-10,6,6,0,1,Delivered
PO-13567,22/10/2025,SUP-012,PRD-017,Electrical,48,74.15,3559.2,09/11/2025,2025-11-12,18,21,3,0,Delivered
PO-13572,05-03-2024,SUP-025,PRD-033,Safety,15,188.89,2833.35,2024-03-20,2024-03-22,15,17,2,0,Delivered
PO-13576,2025-08-11,SUP-008,PRD-036,Concrete,74,100.24,7417.76,2025-08-26,2025-08-28,15,17,2,0,Delivered
PO-13581,2026-02-02,SUP-008,PRD-009,Concrete,43,221.64,9530.52,2026-02-12,2026-02-14,10,12,2,0,Delivered
PO-13584,2025-07-15,SUP-020,PRD-029,Safety,41,41.94,1719.54,22/07/2025,2025-07-22,7,7,0,1,Delivered
PO-13588,2024-09-03,SUP-022,PRD-006,Structural,75,45.17,3387.75,15/09/2024,,12,,,,Cancelled
PO-13593,01-03-2025,SUP-023,PRD-009,Concrete,9,216.88,1951.92,2025-01-22,,19,,,,Pending
PO-13596,15/04/2024,SUP-018,PRD-024,Finishes,14,44.27,619.78,2024-05-02,,17,,,,Cancelled
PO-13597,2024-08-15,SUP-017,PRD-039,Finishes,68,53.84,3661.12,2024-08-30,,15,,,,Cancelled
PO-13600,2025-07-25,SUP-010,PRD-015,Electrical,9,352.21,3169.89,2025-08-04,2025-08-04,10,10,0,1,Delivered
PO-13604,2025-07-08,SUP-018,PRD-025,Finishes,46,16.22,746.12,24/07/2025,,16,,,,Cancelled
PO-13606,2025-07-07,SUP-023,PRD-013,Concrete,13,18.98,246.74,2025-07-25,,18,,,,Cancelled
PO-13607,2025-04-23,SUP-013,PRD-020,Plumbing,13,42.95,558.35,2025-05-03,,10,,,,Cancelled
PO-13608,2026-01-02,SUP-025,PRD-033,Safety,19,180.74,3434.06,2026-01-15,2026-01-20,13,18,5,0,Delivered
PO-13610,2024-01-29,SUP-018,PRD-023,Finishes,45,99.27,4467.15,2024-02-17,2024-02-17,19,19,0,1,Delivered
PO-13611,2024-09-05,SUP-008,PRD-011,Concrete,3,40.12,120.36,2024-09-17,2024-09-17,12,12,0,1,Delivered
PO-13614,2024-05-24,SUP-003,PRD-001,Structural,0,316.75,0.0,2024-06-02,,9,,,,Cancelled
PO-13618,2024-04-05,SUP-016,PRD-025,Finishes,0,14.51,0.0,2024-04-12,2024-04-13,7,8,1,0,Delivered
PO-13623,2025-02-13,SUP-001,PRD-004,Structural,37,84.44,3124.28,2025-02-21,,8,,,,Pending
PO-13625,2025-12-15,SUP-009,PRD-035,Electrical,63,203.8,12839.4,2025-12-21,2025-12-20,6,5,0,1,Delivered
PO-13627,2025-05-16,SUP-004,PRD-002,Structural,77,272.41,20975.57,29/05/2025,2025-05-29,13,13,0,1,Delivered
PO-13630,13/08/2024,SUP-005,PRD-009,Concrete,38,206.28,7838.64,2024-08-23,2024-08-24,10,11,1,0,Delivered
PO-13634,2024-10-31,SUP-024,PRD-014,Electrical,46,203.38,9355.48,2024-11-18,2024-11-21,18,21,3,0,Delivered
PO-13637,2025-01-21,SUP-001,PRD-001,Structural,17,331.46,5634.82,2025-01-30,2025-01-29,9,8,0,1,Delivered
